beta1,beta2,beta3,alpha1,alpha2,alpha3,actual_beta1,actual_beta2,actual_beta3,actual_alpha1,actual_alpha2,actual_alpha3,x1,y1,z1,q01,qx1,qy1,qz1,error1,x2,y2,z2,q02,qx2,qy2,qz2,error2
17.237960591559318,23.005883968946204,28.301384484932974,3.827169106448629,1.8808406667280757,1.9726188787855965,1.308871,1.434719,1.288928,3.350523,1.654548,1.730182,165.35901489257813,-68.75225982666015,-283.5183349609375,0.4711771032908914,-0.4668950663349425,0.508536526139322,-0.5489915627299249,0.25835347175598145,3.3236285209655763,-82.08024435043335,-215.19676208496094,0.9968288126551417,0.07941036642165018,-0.0051295190144528035,0.0,0.0
13.917519990878308,17.796859354120762,27.52577209485875,-3.5348234844297983,2.636176861265989,3.5975094328875463,2.675316,2.913518,2.776372,-0.614977,2.530781,3.392263,165.41976318359374,-68.8026611328125,-283.5008544921875,0.46803107201462224,-0.4660505248282183,0.5102620190009879,-0.5507962380964679,0.2707618772983551,6.993102192878723,-66.3772476196289,-202.6495788574219,0.961602984902403,0.27441341319333157,0.004120447351293347,0.0,0.0
12.906819122660028,14.766258980386754,24.404852067926345,1.8391082616211176,2.2588440039206925,0.9968733838517032,3.859423,4.19052,4.286555,1.593179,2.270296,1.212038,165.4320556640625,-68.74027862548829,-283.5752868652344,0.4683940793574494,-0.464593496915994,0.5115314477633567,-0.5505410493281858,0.24686281383037567,16.304998207092286,-74.92889251708985,-202.8705322265625,0.964710401315981,0.260935275251816,0.035307558992629835,0.0,0.0
17.924265951533915,18.298737625395376,26.931370236964494,-1.3889442578196702,-1.348526944728217,3.247741235704075,5.133286,5.485097,5.766923,-1.052466,-0.991725,3.034803,165.30776977539062,-68.78350067138672,-283.64093017578125,0.4672045614278478,-0.4664063751247717,0.5109141929540113,-0.5505921162368149,0.26875245571136475,21.95235481262207,-42.54924087524414,-204.21824340820314,0.9823947473115067,0.18222344978459815,-0.04117250057212003,0.0,0.0
15.781975754056138,20.303681510777427,21.722840984460497,3.1059158108062856,-0.9466931082013068,0.1198363177849923,6.552314,6.946322,7.03608,2.652065,-0.986075,0.424307,165.4485656738281,-68.78987426757813,-283.5803283691406,0.46694058674723093,-0.46536223321998293,0.5108038313669597,-0.5518006217842607,0.2770348787307739,30.114207077026368,-61.67395095825195,-205.4561004638672,0.9306897497680267,0.32296246387287747,0.17179009460934594,0.0,0.0
12.85231843754563,17.41919487027252,22.341520383258263,-0.6448802009406888,3.988405328790398,-0.1018516931056114,7.677733,8.333025,8.267746,-0.268815,2.701822,0.000313,165.44422607421876,-68.87726135253907,-283.6368896484375,0.4667038903127381,-0.46502088589971774,0.5113874944349155,-0.5517480267110855,0.28468242287635803,38.576708221435545,-55.5866813659668,-204.141796875,0.9989358989904499,0.04536441618147864,0.008315013689432452,0.0,0.0
11.421675611278262,15.572815717325842,23.766215744480014,3.1319914293211504,2.905737347994585,-3.084433288355376,8.693623,9.454678,9.419842,2.733349,2.875374,-2.800851,165.4420654296875,-68.79658660888671,-283.6644226074219,0.47193864823711834,-0.46870968154130166,0.5069729018922072,-0.5482368315578289,0.26492148637771606,35.80855178833008,-73.27474365234374,-215.61151123046875,0.9926060172562088,0.0370352360059724,-0.11559275842693922,0.0,0.0
10.444925121012348,14.9164138484029,21.21904845945552,-0.2454849653170728,1.8406956940000812,2.1802406766762163,9.553536,10.398699,10.452365,0.078916,1.915347,1.640425,165.4169708251953,-68.77088623046875,-283.71759033203125,0.4656343545405847,-0.466169901105859,0.5114962075632598,-0.5515812730894053,0.2631889879703522,44.066297149658205,-63.784996795654294,-212.25458984375,0.9998471230018953,-0.0086769597191762,0.015180283095672058,0.0,0.0
11.13523902821039,11.754748103956112,19.66735549834035,1.9744695899070497,4.1122291939813485,-1.2874921601180105,10.160496,11.077527,11.092593,1.766417,3.825358,-0.960198,165.47366943359376,-68.77104339599609,-283.73488159179686,0.46131231717264387,-0.46242973390978787,0.5149918856173462,-0.5550973292758841,0.2602634131908417,44.844320678710936,-73.68121643066407,-217.99884338378905,0.9948408124603313,0.08982874821532304,-0.047143969469445594,0.0,0.0
12.43753091439878,16.389667234204655,23.921230116357627,-2.18335419809917,-0.1148570889403219,2.4821953369396064,10.787543,12.020608,12.131706,-1.731295,0.322938,2.15857,165.4744415283203,-68.80576171875,-283.7421936035156,0.4586350675024296,-0.45672282259155356,0.5199247956901822,-0.5574373014138617,0.2635129392147064,48.50361709594726,-44.758551025390624,-220.37798767089845,0.9899272622733661,0.06495072135740619,-0.12579912242583755,0.0,0.0
8.713906446499019,11.917251656589468,20.66488253442132,2.17592994734871,4.0881273415836965,-3.280518622244665,10.495047,11.953447,12.819323,1.767045,3.371864,-2.626358,165.50902709960937,-68.83204345703125,-283.6825378417969,0.4615976968173397,-0.45821081048163753,0.5179993960299442,-0.5555601184060112,0.2776665687561035,49.7831298828125,-60.0928337097168,-224.15371704101562,0.9984283916206385,0.020234830142551785,-0.0522618259815625,0.0,0.0
11.4546165032936,12.71184908821358,21.59882813650924,-1.7928374440515151,0.6195293197680346,1.4107973785101562,11.052108,12.483204,13.429422,-1.396745,0.948729,1.036603,165.5643524169922,-68.80468139648437,-283.69892578125,0.5096784344093759,-0.488077184823184,0.47923039228059483,-0.5218685526717147,0.2533625066280365,56.00379638671875,-43.90645904541016,-223.10005798339844,0.9978042080588773,-0.02256699078530746,-0.06226952149240281,0.0,0.0
3.866028171774982,8.086933505279458,11.353670854925694,3.391890602377368,-0.9485635166708658,2.758952084885552,10.166773,11.531963,12.573275,2.652065,-0.733437,2.595745,165.44562072753905,-68.73192443847657,-283.7470275878906,0.4668920817002268,-0.4664179534967663,0.5110382730072213,-0.5507322037281949,0.2470344752073288,50.61132049560547,-68.46885528564454,-224.6987060546875,0.9882875112028998,0.14796307476811002,-0.03734599986002418,0.0,0.0
14.08680913927961,19.39175331819895,24.020740773238774,0.3781501919895312,-0.7420894971544155,-4.084203967358931,10.963606,12.648909,13.513844,0.606476,-0.733437,-2.363991,165.4926025390625,-68.80283813476562,-283.71123046875,0.4755856167126776,-0.4673169362673085,0.5064206216528205,-0.546782732187593,0.2918069660663605,56.80126190185547,-44.10555801391602,-222.88361206054688,0.969945928724111,0.03592981238790018,-0.24065316107064127,0.0,0.0
4.907945533444232,10.025724944042512,13.870127297131836,3.0188008774787263,2.439560324553093,-3.466084702962482,10.083607,11.774246,13.683316,2.733662,2.092978,-3.338768,165.45740356445313,-68.79268188476563,-283.6795288085938,0.46803869160081785,-0.46764768471581897,0.5093220005682083,-0.5503058475808943,0.2832159101963043,52.94701232910156,-59.34007339477539,-229.17327575683595,0.9899133071418219,-0.11138929415253299,-0.08754467140689659,0.0,0.0
10.537688283314292,11.70262289670368,15.283883089902575,-1.482943559765212,2.986324404944268,-1.9558086717176355,10.306744,11.774246,14.192673,-1.050583,2.874746,-2.090325,165.50599365234376,-68.74474029541015,-283.6952697753906,0.4676008014832233,-0.46448244125162536,0.5108428168667056,-0.551946708185552,0.2739441692829132,58.67128982543945,-43.32471771240235,-226.46304626464843,0.9910910935154423,-0.07113268739072229,-0.11259922352724513,0.0,0.0
10.45923973721972,11.175269839974296,17.71476143639529,-3.100221163661728,-1.9204371968756575,3.5518998826956563,10.338129,11.508426,14.228764,-2.846357,-1.337573,2.945045,165.53258666992187,-68.72995147705078,-283.66456298828126,0.466727164459489,-0.4659830635359974,0.5108891730435874,-0.5513780838227532,0.2740013003349304,55.44455795288086,-25.966546630859376,-234.43897705078126,0.9237028517025045,-0.16807237252640853,-0.3442741921056601,0.0,0.0
6.432113093136769,9.14970244513054,13.88027056029682,2.018014245558947,-0.941382808927597,-0.9560270248474368,9.393793,10.648199,14.040149,1.235405,-0.990783,-0.527731,165.49561462402343,-68.7322280883789,-283.5818176269531,0.4664076736052915,-0.4673195599811614,0.5098895716235186,-0.5514425950275317,0.2701708674430847,59.989321899414065,-44.047285079956055,-226.36841735839843,0.9869558965325412,-0.03000725753112778,-0.15816960136229807,0.0,0.0
4.571156559661994,6.675453092432472,7.314995525328542,2.6761229517078253,-2.5350674521033265,1.4676166300877531,8.441926,9.623522,13.339978,2.563249,-2.372464,1.291439,165.54305725097657,-68.79918365478515,-283.651416015625,0.4665605786282034,-0.46642562381137626,0.5105262503363625,-0.551481016572446,0.282561331987381,55.53418045043945,-57.71313400268555,-226.2399688720703,0.9992793070418939,0.029747210136237358,-0.023579016242899896,0.0,0.0
2.907055482437606,8.22258769670726,10.487686269102808,0.8571917219323747,0.0908000070178381,-0.6041646866398539,7.501671,8.611712,12.567626,1.055891,-0.204308,-0.439229,165.46103515625,-68.88176727294922,-283.6023864746094,0.4669500134965478,-0.4680375349575136,0.5087195867612144,-0.5514552863215361,0.2847929298877716,54.330359649658206,-52.112622833251955,-222.7917236328125,0.9977860903199849,0.029162917954484405,-0.05976991032567394,0.0,0.0
0.5014039832087323,5.899345620512366,9.95966843158125,-3.3061277499288813,0.5733543030223883,3.8884124992254776,6.381587,7.480957,11.636786,-3.018654,0.49649,3.391321,165.5052459716797,-68.77301025390625,-283.5880065917969,0.46639962413096137,-0.46622755685265677,0.510027662744142,-0.5522454518395314,0.2738876938819885,46.304786682128906,-26.079980850219727,-230.02198486328126,0.992973379340122,-0.003838985638735556,-0.11827565307840747,0.0,0.0
